TransactionID,Date,StoreLocation,ProductCategory,Quantity,UnitValue,TotalRevenue,DeliveryDelayDays,CustomerRating,SentimentLabel
TXN-110535,2024-07-01,Melbourne Chadstone,Earrings,1,609.4,609.4,0,4,Positive
TXN-110536,2024-07-01,Melbourne Chadstone,Necklaces & Pendants,1,632.2,632.2,0,5,Positive
TXN-110537,2024-07-01,Sydney CBD,Bracelets,1,2530.77,2530.77,0,4,Positive
TXN-110538,2024-07-01,Brisbane Queen St,Earrings,2,392.55,785.1,0,3,Neutral
TXN-110539,2024-07-01,Brisbane Queen St,Bracelets,1,2925.13,2925.13,0,5,Positive
TXN-110540,2024-07-01,Sydney CBD,Necklaces & Pendants,2,1621.61,3243.22,0,4,Positive
TXN-110541,2024-07-01,Perth Hay St,Earrings,1,1610.22,1610.22,0,5,Positive
TXN-110542,2024-07-01,Online Flagship,Earrings,2,1753.07,3506.14,3,4,Positive
TXN-110543,2024-07-01,Online Flagship,Earrings,3,645.63,1936.8899999999999,3,5,Positive
TXN-110544,2024-07-01,Online Flagship,Necklaces & Pendants,3,1123.1,3369.2999999999997,1,3,Neutral
TXN-110545,2024-07-01,Melbourne Chadstone,Necklaces & Pendants,1,561.85,561.85,0,4,Positive
TXN-110546,2024-07-01,Online Flagship,Luxury Watches,1,19551.88,19551.88,5,4,Positive
TXN-110547,2024-07-01,Online Flagship,Necklaces & Pendants,1,1016.66,1016.66,3,4,Positive
TXN-110548,2024-07-01,Melbourne Chadstone,Luxury Watches,1,9652.47,9652.47,0,4,Positive
TXN-110549,2024-07-01,Sydney CBD,Necklaces & Pendants,1,2811.45,2811.45,0,5,Positive
TXN-110550,2024-07-01,Melbourne Chadstone,Bracelets,1,2383.87,2383.87,0,3,Neutral
TXN-110551,2024-07-01,Melbourne Chadstone,Bracelets,2,1107.21,2214.42,0,5,Positive
TXN-110552,2024-07-01,Brisbane Queen St,Earrings,3,1950.73,5852.1900000000005,0,5,Positive
TXN-110553,2024-07-01,Brisbane Queen St,Luxury Watches,1,11203.8,11203.8,0,5,Positive
TXN-110554,2024-07-01,Online Flagship,Necklaces & Pendants,1,3153.75,3153.75,1,5,Positive
TXN-110555,2024-07-01,Brisbane Queen St,Earrings,1,1204.51,1204.51,0,5,Positive
TXN-110556,2024-07-01,Sydney CBD,Necklaces & Pendants,1,4439.2,4439.2,0,5,Positive
TXN-110557,2024-07-01,Online Flagship,Luxury Watches,2,10198.42,20396.84,2,4,Positive
TXN-110558,2024-07-01,Melbourne Chadstone,Luxury Watches,1,18792.59,18792.59,0,5,Positive
TXN-110559,2024-07-01,Online Flagship,Necklaces & Pendants,2,2891.56,5783.12,1,4,Positive
TXN-110560,2024-07-01,Sydney CBD,Luxury Watches,3,23024.78,69074.34,0,5,Positive
TXN-110561,2024-07-01,Online Flagship,Luxury Watches,1,22622.16,22622.16,2,3,Neutral
TXN-110562,2024-07-01,Sydney CBD,Bracelets,1,3067.84,3067.84,0,5,Positive
TXN-110563,2024-07-01,Sydney CBD,Earrings,1,1869.03,1869.03,0,5,Positive
TXN-110564,2024-07-01,Sydney CBD,Engagement Rings,1,15757.9,15757.9,17,5,Positive
TXN-110565,2024-07-01,Online Flagship,Necklaces & Pendants,1,774.65,774.65,6,3,Neutral
TXN-110566,2024-07-01,Online Flagship,Necklaces & Pendants,1,1378.09,1378.09,3,4,Positive
TXN-110567,2024-07-01,Melbourne Chadstone,Engagement Rings,1,9968.98,9968.98,14,5,Positive
TXN-110568,2024-07-01,Online Flagship,Earrings,2,740.76,1481.52,3,5,Positive
TXN-110569,2024-07-01,Brisbane Queen St,Necklaces & Pendants,1,4241.4,4241.4,0,4,Positive
TXN-110570,2024-07-01,Perth Hay St,Necklaces & Pendants,1,2483.54,2483.54,0,4,Positive
TXN-110571,2024-07-01,Online Flagship,Necklaces & Pendants,1,2227.54,2227.54,6,3,Neutral
TXN-110572,2024-07-01,Melbourne Chadstone,Necklaces & Pendants,2,1408.13,2816.26,0,4,Positive
TXN-110573,2024-07-01,Melbourne Chadstone,Bracelets,1,1697.8,1697.8,0,4,Positive
TXN-110574,2024-07-01,Online Flagship,Earrings,1,2473.04,2473.04,3,5,Positive
TXN-110575,2024-07-01,Online Flagship,Bracelets,1,944.94,944.94,2,5,Positive
TXN-110576,2024-07-01,Online Flagship,Earrings,2,928.24,1856.48,3,5,Positive
TXN-110577,2024-07-01,Online Flagship,Earrings,1,1980.47,1980.47,5,4,Positive
TXN-110578,2024-07-01,Sydney CBD,Necklaces & Pendants,1,4636.51,4636.51,0,4,Positive
TXN-110579,2024-07-02,Online Flagship,Earrings,1,1456.1,1456.1,5,5,Positive
TXN-110580,2024-07-02,Melbourne Chadstone,Bracelets,1,2409.94,2409.94,0,5,Positive
TXN-110581,2024-07-02,Online Flagship,Engagement Rings,1,5483.43,5483.43,2,5,Positive
TXN-110582,2024-07-02,Brisbane Queen St,Necklaces & Pendants,2,3062.89,6125.78,0,5,Positive
TXN-110583,2024-07-02,Brisbane Queen St,Luxury Watches,1,3939.03,3939.03,0,5,Positive
TXN-110584,2024-07-02,Brisbane Queen St,Bracelets,1,2973.86,2973.86,0,4,Positive
TXN-110585,2024-07-02,Melbourne Chadstone,Earrings,1,1513.95,1513.95,0,5,Positive
TXN-110586,2024-07-02,Sydney CBD,Bracelets,1,900.82,900.82,0,5,Positive
TXN-110587,2024-07-02,Online Flagship,Engagement Rings,1,30866.25,30866.25,5,4,Positive
TXN-110588,2024-07-02,Online Flagship,Bracelets,1,2262.91,2262.91,3,5,Positive
TXN-110589,2024-07-02,Sydney CBD,Engagement Rings,1,16605.44,16605.44,13,5,Positive
TXN-110590,2024-07-02,Online Flagship,Necklaces & Pendants,3,675.76,2027.28,2,3,Neutral
TXN-110591,2024-07-02,Perth Hay St,Luxury Watches,2,17245.35,34490.7,0,3,Neutral
TXN-110592,2024-07-02,Melbourne Chadstone,Luxury Watches,1,16988.59,16988.59,0,5,Positive
TXN-110593,2024-07-02,Melbourne Chadstone,Luxury Watches,1,9873.71,9873.71,0,4,Positive
TXN-110594,2024-07-02,Online Flagship,Necklaces & Pendants,1,3077.96,3077.96,1,5,Positive
TXN-110595,2024-07-02,Online Flagship,Earrings,3,672.82,2018.46,1,3,Neutral
TXN-110596,2024-07-02,Brisbane Queen St,Bracelets,1,2802.15,2802.15,0,4,Positive
TXN-110597,2024-07-02,Perth Hay St,Earrings,1,1104.31,1104.31,0,5,Positive
TXN-110598,2024-07-02,Sydney CBD,Luxury Watches,1,7030.02,7030.02,0,5,Positive
TXN-110599,2024-07-02,Brisbane Queen St,Engagement Rings,1,30944.87,30944.87,11,4,Positive
TXN-110600,2024-07-02,Sydney CBD,Necklaces & Pendants,1,2251.12,2251.12,0,4,Positive
TXN-110601,2024-07-02,Sydney CBD,Earrings,1,1973.0,1973.0,0,4,Positive
TXN-110602,2024-07-02,Perth Hay St,Earrings,1,1658.97,1658.97,0,4,Positive
TXN-110603,2024-07-02,Online Flagship,Earrings,1,672.22,672.22,2,5,Positive
TXN-110604,2024-07-02,Melbourne Chadstone,Engagement Rings,1,17450.85,17450.85,13,5,Positive
TXN-110605,2024-07-02,Sydney CBD,Necklaces & Pendants,1,4195.81,4195.81,0,4,Positive
TXN-110606,2024-07-02,Perth Hay St,Earrings,1,724.57,724.57,0,3,Neutral
TXN-110607,2024-07-02,Online Flagship,Earrings,1,1392.27,1392.27,4,5,Positive
TXN-110608,2024-07-02,Online Flagship,Engagement Rings,1,20735.28,20735.28,2,4,Positive
TXN-110609,2024-07-02,Online Flagship,Luxury Watches,1,22438.91,22438.91,4,5,Positive
TXN-110610,2024-07-02,Brisbane Queen St,Bracelets,1,1980.63,1980.63,0,5,Positive
TXN-110611,2024-07-02,Online Flagship,Necklaces & Pendants,2,3966.9,7933.8,2,5,Positive
TXN-110612,2024-07-02,Sydney CBD,Earrings,1,2455.58,2455.58,0,4,Positive
TXN-110613,2024-07-02,Melbourne Chadstone,Necklaces & Pendants,1,2252.88,2252.88,0,4,Positive
TXN-110614,2024-07-02,Melbourne Chadstone,Earrings,1,498.31,498.31,0,4,Positive
TXN-110615,2024-07-02,Brisbane Queen St,Necklaces & Pendants,1,4062.47,4062.47,0,4,Positive
TXN-110616,2024-07-02,Online Flagship,Necklaces & Pendants,3,1220.36,3661.08,7,2,Negative
TXN-110617,2024-07-02,Online Flagship,Necklaces & Pendants,1,2669.86,2669.86,3,4,Positive
TXN-110618,2024-07-02,Sydney CBD,Necklaces & Pendants,2,1109.09,2218.18,0,5,Positive
TXN-110619,2024-07-02,Sydney CBD,Necklaces & Pendants,3,4778.79,14336.369999999999,0,5,Positive
TXN-110620,2024-07-02,Melbourne Chadstone,Necklaces & Pendants,1,549.53,549.53,0,5,Positive
TXN-110621,2024-07-02,Melbourne Chadstone,Earrings,1,1023.87,1023.87,0,5,Positive
TXN-110622,2024-07-02,Perth Hay St,Necklaces & Pendants,2,4429.29,8858.58,0,3,Neutral
TXN-110623,2024-07-02,Online Flagship,Luxury Watches,3,6904.15,20712.449999999997,1,3,Neutral
TXN-110624,2024-07-02,Online Flagship,Earrings,1,1877.5,1877.5,2,4,Positive
TXN-110625,2024-07-02,Perth Hay St,Earrings,1,1695.65,1695.65,0,5,Positive
TXN-110626,2024-07-02,Online Flagship,Bracelets,1,431.21,431.21,4,4,Positive
TXN-110627,2024-07-02,Brisbane Queen St,Earrings,1,2244.91,2244.91,0,5,Positive
TXN-110628,2024-07-02,Sydney CBD,Necklaces & Pendants,1,650.64,650.64,0,5,Positive
TXN-110629,2024-07-02,Brisbane Queen St,Bracelets,1,2243.93,2243.93,0,5,Positive
TXN-110630,2024-07-02,Brisbane Queen St,Necklaces & Pendants,1,2303.35,2303.35,0,3,Neutral
TXN-110631,2024-07-02,Online Flagship,Earrings,1,443.83,443.83,4,4,Positive
TXN-110632,2024-07-02,Sydney CBD,Luxury Watches,1,14703.03,14703.03,0,4,Positive
TXN-110633,2024-07-02,Melbourne Chadstone,Earrings,1,1784.89,1784.89,0,4,Positive
TXN-110634,2024-07-03,Melbourne Chadstone,Bracelets,1,548.16,548.16,0,3,Neutral
TXN-110635,2024-07-03,Online Flagship,Necklaces & Pendants,1,4135.88,4135.88,2,3,Neutral
TXN-110636,2024-07-03,Melbourne Chadstone,Necklaces & Pendants,1,1815.92,1815.92,0,5,Positive
TXN-110637,2024-07-03,Online Flagship,Bracelets,1,911.59,911.59,8,3,Neutral
TXN-110638,2024-07-03,Online Flagship,Engagement Rings,1,30283.29,30283.29,3,5,Positive
TXN-110639,2024-07-03,Melbourne Chadstone,Necklaces & Pendants,1,2154.43,2154.43,0,5,Positive
TXN-110640,2024-07-03,Brisbane Queen St,Bracelets,1,2634.29,2634.29,0,3,Neutral
TXN-110641,2024-07-03,Online Flagship,Earrings,2,964.43,1928.86,1,5,Positive
TXN-110642,2024-07-03,Brisbane Queen St,Necklaces & Pendants,1,2838.5,2838.5,0,4,Positive
TXN-110643,2024-07-03,Online Flagship,Earrings,1,2447.86,2447.86,2,5,Positive
TXN-110644,2024-07-03,Sydney CBD,Necklaces & Pendants,1,2133.71,2133.71,0,5,Positive
TXN-110645,2024-07-03,Sydney CBD,Engagement Rings,2,22034.85,44069.7,16,5,Positive
TXN-110646,2024-07-03,Online Flagship,Necklaces & Pendants,2,3731.24,7462.48,3,4,Positive
TXN-110647,2024-07-03,Online Flagship,Necklaces & Pendants,1,3033.58,3033.58,3,4,Positive
TXN-110648,2024-07-03,Online Flagship,Necklaces & Pendants,1,3651.51,3651.51,2,4,Positive
TXN-110649,2024-07-03,Perth Hay St,Necklaces & Pendants,1,1925.19,1925.19,0,3,Neutral
TXN-110650,2024-07-03,Online Flagship,Necklaces & Pendants,2,2152.98,4305.96,5,3,Neutral
TXN-110651,2024-07-03,Online Flagship,Luxury Watches,1,3645.52,3645.52,6,2,Negative
TXN-110652,2024-07-03,Online Flagship,Luxury Watches,2,20651.0,41302.0,2,5,Positive
TXN-110653,2024-07-03,Brisbane Queen St,Necklaces & Pendants,1,2721.61,2721.61,0,4,Positive
TXN-110654,2024-07-03,Melbourne Chadstone,Necklaces & Pendants,1,2741.35,2741.35,0,5,Positive
TXN-110655,2024-07-03,Online Flagship,Necklaces & Pendants,1,1829.99,1829.99,4,4,Positive
TXN-110656,2024-07-03,Melbourne Chadstone,Earrings,1,2268.24,2268.24,0,5,Positive
TXN-110657,2024-07-03,Brisbane Queen St,Necklaces & Pendants,1,3336.7,3336.7,0,5,Positive
TXN-110658,2024-07-03,Melbourne Chadstone,Luxury Watches,2,4283.54,8567.08,0,4,Positive
TXN-110659,2024-07-03,Brisbane Queen St,Bracelets,2,2386.37,4772.74,0,4,Positive
TXN-110660,2024-07-03,Brisbane Queen St,Luxury Watches,1,3901.3,3901.3,0,4,Positive
TXN-110661,2024-07-03,Sydney CBD,Bracelets,1,1409.62,1409.62,0,5,Positive
TXN-110662,2024-07-03,Online Flagship,Bracelets,1,1584.92,1584.92,3,5,Positive
TXN-110663,2024-07-03,Melbourne Chadstone,Earrings,1,1726.75,1726.75,0,5,Positive
TXN-110664,2024-07-03,Brisbane Queen St,Necklaces & Pendants,1,3196.2,3196.2,0,5,Positive
TXN-110665,2024-07-03,Sydney CBD,Earrings,1,1544.49,1544.49,0,4,Positive
TXN-110666,2024-07-03,Sydney CBD,Bracelets,1,1377.62,1377.62,0,3,Neutral
TXN-110667,2024-07-03,Sydney CBD,Earrings,1,1780.06,1780.06,0,5,Positive
TXN-110668,2024-07-03,Online Flagship,Luxury Watches,3,18042.01,54126.03,5,4,Positive
TXN-110669,2024-07-03,Sydney CBD,Engagement Rings,3,15024.38,45073.14,17,5,Positive
TXN-110670,2024-07-03,Online Flagship,Luxury Watches,1,16115.17,16115.17,3,5,Positive
TXN-110671,2024-07-03,Sydney CBD,Luxury Watches,1,15477.35,15477.35,0,5,Positive
TXN-110672,2024-07-03,Sydney CBD,Luxury Watches,1,4957.61,4957.61,0,3,Neutral
TXN-110673,2024-07-03,Sydney CBD,Necklaces & Pendants,1,4277.64,4277.64,0,3,Neutral
TXN-110674,2024-07-03,Sydney CBD,Necklaces & Pendants,1,4568.46,4568.46,0,5,Positive
TXN-110675,2024-07-03,Online Flagship,Earrings,1,1636.41,1636.41,5,5,Positive
TXN-110676,2024-07-03,Online Flagship,Luxury Watches,1,20648.48,20648.48,2,5,Positive
TXN-110677,2024-07-03,Perth Hay St,Engagement Rings,2,22802.12,45604.24,10,4,Positive
TXN-110678,2024-07-03,Sydney CBD,Earrings,1,1593.92,1593.92,0,5,Positive
TXN-110679,2024-07-03,Melbourne Chadstone,Necklaces & Pendants,1,3094.46,3094.46,0,5,Positive
TXN-110680,2024-07-03,Brisbane Queen St,Earrings,2,1621.22,3242.44,0,3,Neutral
TXN-110681,2024-07-03,Online Flagship,Necklaces & Pendants,1,3329.45,3329.45,2,4,Positive
TXN-110682,2024-07-03,Sydney CBD,Earrings,1,1828.1,1828.1,0,3,Neutral
TXN-110683,2024-07-03,Online Flagship,Earrings,1,2440.28,2440.28,2,5,Positive
TXN-110684,2024-07-03,Melbourne Chadstone,Earrings,1,1672.6,1672.6,0,4,Positive
TXN-110685,2024-07-03,Melbourne Chadstone,Engagement Rings,1,17472.16,17472.16,10,5,Positive
TXN-110686,2024-07-03,Brisbane Queen St,Bracelets,1,524.39,524.39,0,4,Positive
TXN-110687,2024-07-03,Sydney CBD,Necklaces & Pendants,1,3881.8,3881.8,0,4,Positive
TXN-110688,2024-07-03,Online Flagship,Luxury Watches,1,5430.2,5430.2,3,5,Positive
TXN-110689,2024-07-03,Sydney CBD,Earrings,1,1672.14,1672.14,0,5,Positive
TXN-110690,2024-07-03,Online Flagship,Necklaces & Pendants,1,535.12,535.12,2,4,Positive
TXN-110691,2024-07-03,Sydney CBD,Engagement Rings,1,29032.91,29032.91,9,4,Positive
TXN-110692,2024-07-03,Online Flagship,Earrings,1,705.42,705.42,2,4,Positive
TXN-110693,2024-07-03,Sydney CBD,Necklaces & Pendants,1,2085.4,2085.4,0,5,Positive
TXN-110694,2024-07-03,Online Flagship,Earrings,1,1926.43,1926.43,3,5,Positive
TXN-110695,2024-07-03,Online Flagship,Earrings,3,1609.97,4829.91,3,5,Positive
TXN-110696,2024-07-03,Online Flagship,Engagement Rings,3,11255.42,33766.26,2,5,Positive
TXN-110697,2024-07-03,Brisbane Queen St,Earrings,1,1037.35,1037.35,0,4,Positive
TXN-110698,2024-07-03,Online Flagship,Necklaces & Pendants,1,2287.87,2287.87,1,5,Positive
TXN-110699,2024-07-03,Melbourne Chadstone,Necklaces & Pendants,1,2079.23,2079.23,0,4,Positive
TXN-110700,2024-07-03,Sydney CBD,Engagement Rings,1,26192.67,26192.67,14,5,Positive
TXN-110701,2024-07-03,Melbourne Chadstone,Earrings,1,1225.61,1225.61,0,3,Neutral
TXN-110702,2024-07-04,Sydney CBD,Earrings,1,1750.05,1750.05,0,5,Positive
TXN-110703,2024-07-04,Online Flagship,Bracelets,1,1047.34,1047.34,4,5,Positive
TXN-110704,2024-07-04,Sydney CBD,Necklaces & Pendants,1,4948.3,4948.3,0,4,Positive
TXN-110705,2024-07-04,Brisbane Queen St,Luxury Watches,1,20020.06,20020.06,0,5,Positive
TXN-110706,2024-07-04,Perth Hay St,Necklaces & Pendants,2,2079.83,4159.66,0,4,Positive
TXN-110707,2024-07-04,Brisbane Queen St,Engagement Rings,1,34048.9,34048.9,12,5,Positive
TXN-110708,2024-07-04,Perth Hay St,Necklaces & Pendants,1,3329.03,3329.03,0,4,Positive
TXN-110709,2024-07-04,Sydney CBD,Bracelets,1,1737.81,1737.81,0,5,Positive
TXN-110710,2024-07-04,Brisbane Queen St,Luxury Watches,1,7660.13,7660.13,0,5,Positive
TXN-110711,2024-07-04,Melbourne Chadstone,Necklaces & Pendants,1,2819.11,2819.11,0,5,Positive
TXN-110712,2024-07-04,Online Flagship,Earrings,1,1040.68,1040.68,3,5,Positive
TXN-110713,2024-07-04,Online Flagship,Luxury Watches,1,3947.81,3947.81,2,4,Positive
TXN-110714,2024-07-04,Online Flagship,Necklaces & Pendants,1,1869.21,1869.21,4,4,Positive
TXN-110715,2024-07-04,Sydney CBD,Bracelets,1,494.86,494.86,0,4,Positive
TXN-110716,2024-07-04,Melbourne Chadstone,Necklaces & Pendants,1,2641.45,2641.45,0,4,Positive
TXN-110717,2024-07-04,Sydney CBD,Earrings,1,463.56,463.56,0,5,Positive
TXN-110718,2024-07-04,Sydney CBD,Luxury Watches,1,5459.01,5459.01,0,5,Positive
TXN-110719,2024-07-04,Sydney CBD,Earrings,1,2602.35,2602.35,0,4,Positive
TXN-110720,2024-07-04,Perth Hay St,Necklaces & Pendants,1,2836.58,2836.58,0,5,Positive
TXN-110721,2024-07-04,Sydney CBD,Luxury Watches,1,25278.41,25278.41,0,5,Positive
TXN-110722,2024-07-04,Brisbane Queen St,Luxury Watches,1,4579.84,4579.84,0,5,Positive
TXN-110723,2024-07-04,Online Flagship,Engagement Rings,1,34624.6,34624.6,3,5,Positive
TXN-110724,2024-07-04,Perth Hay St,Bracelets,3,2386.1,7158.299999999999,0,5,Positive
TXN-110725,2024-07-04,Melbourne Chadstone,Necklaces & Pendants,1,3760.95,3760.95,0,4,Positive
TXN-110726,2024-07-04,Melbourne Chadstone,Earrings,1,2305.35,2305.35,0,5,Positive
TXN-110727,2024-07-04,Brisbane Queen St,Bracelets,1,2844.77,2844.77,0,4,Positive
TXN-110728,2024-07-04,Sydney CBD,Luxury Watches,1,20598.5,20598.5,0,4,Positive
TXN-110729,2024-07-04,Perth Hay St,Bracelets,1,1987.85,1987.85,0,4,Positive
TXN-110730,2024-07-04,Melbourne Chadstone,Earrings,1,570.29,570.29,0,5,Positive
TXN-110731,2024-07-04,Online Flagship,Earrings,1,538.38,538.38,4,5,Positive
TXN-110732,2024-07-04,Online Flagship,Bracelets,3,1197.29,3591.87,3,5,Positive
TXN-110733,2024-07-04,Perth Hay St,Luxury Watches,1,12066.97,12066.97,0,5,Positive
TXN-110734,2024-07-04,Melbourne Chadstone,Necklaces & Pendants,2,4457.91,8915.82,0,5,Positive
TXN-110735,2024-07-04,Sydney CBD,Luxury Watches,2,18814.42,37628.84,0,5,Positive
TXN-110736,2024-07-04,Online Flagship,Bracelets,1,2082.97,2082.97,1,4,Positive
TXN-110737,2024-07-04,Brisbane Queen St,Engagement Rings,1,21470.04,21470.04,17,5,Positive
TXN-110738,2024-07-04,Sydney CBD,Bracelets,1,810.58,810.58,0,4,Positive
TXN-110739,2024-07-04,Sydney CBD,Luxury Watches,1,16521.02,16521.02,0,5,Positive
TXN-110740,2024-07-04,Sydney CBD,Earrings,1,965.89,965.89,0,5,Positive
TXN-110741,2024-07-04,Online Flagship,Earrings,1,1547.78,1547.78,3,4,Positive
TXN-110742,2024-07-04,Sydney CBD,Bracelets,1,1288.47,1288.47,0,5,Positive
TXN-110743,2024-07-04,Brisbane Queen St,Necklaces & Pendants,1,2558.29,2558.29,0,4,Positive
TXN-110744,2024-07-04,Brisbane Queen St,Necklaces & Pendants,1,2998.12,2998.12,0,5,Positive
TXN-110745,2024-07-04,Brisbane Queen St,Bracelets,1,1612.93,1612.93,0,5,Positive
TXN-110746,2024-07-04,Online Flagship,Bracelets,1,449.8,449.8,5,4,Positive
TXN-110747,2024-07-04,Online Flagship,Engagement Rings,1,9840.64,9840.64,4,4,Positive
TXN-110748,2024-07-04,Brisbane Queen St,Earrings,1,1641.26,1641.26,0,4,Positive
TXN-110749,2024-07-04,Sydney CBD,Luxury Watches,1,8238.23,8238.23,0,5,Positive
TXN-110750,2024-07-04,Melbourne Chadstone,Earrings,1,749.6,749.6,0,4,Positive
TXN-110751,2024-07-04,Perth Hay St,Earrings,1,1818.09,1818.09,0,5,Positive
TXN-110752,2024-07-04,Brisbane Queen St,Earrings,1,1233.17,1233.17,0,5,Positive
TXN-110753,2024-07-04,Perth Hay St,Necklaces & Pendants,1,3400.67,3400.67,0,5,Positive
TXN-110754,2024-07-04,Sydney CBD,Luxury Watches,1,5435.69,5435.69,0,5,Positive
TXN-110755,2024-07-04,Perth Hay St,Earrings,1,2021.54,2021.54,0,4,Positive
TXN-110756,2024-07-04,Sydney CBD,Earrings,2,1743.22,3486.44,0,4,Positive
TXN-110757,2024-07-04,Online Flagship,Bracelets,1,1765.9,1765.9,2,4,Positive
TXN-110758,2024-07-05,Melbourne Chadstone,Necklaces & Pendants,1,3722.36,3722.36,0,5,Positive
TXN-110759,2024-07-05,Online Flagship,Luxury Watches,1,23855.69,23855.69,6,3,Neutral
TXN-110760,2024-07-05,Sydney CBD,Luxury Watches,1,19079.38,19079.38,0,5,Positive
TXN-110761,2024-07-05,Melbourne Chadstone,Earrings,1,592.42,592.42,0,5,Positive
TXN-110762,2024-07-05,Online Flagship,Necklaces & Pendants,2,2970.44,5940.88,2,5,Positive
TXN-110763,2024-07-05,Sydney CBD,Earrings,2,337.74,675.48,0,4,Positive
TXN-110764,2024-07-05,Online Flagship,Luxury Watches,1,10228.21,10228.21,7,2,Negative
TXN-110765,2024-07-05,Perth Hay St,Engagement Rings,1,26049.97,26049.97,9,4,Positive
TXN-110766,2024-07-05,Brisbane Queen St,Bracelets,1,2665.88,2665.88,0,4,Positive
TXN-110767,2024-07-05,Melbourne Chadstone,Bracelets,1,1331.61,1331.61,0,5,Positive
TXN-110768,2024-07-05,Brisbane Queen St,Necklaces & Pendants,1,1473.83,1473.83,0,5,Positive
TXN-110769,2024-07-05,Brisbane Queen St,Necklaces & Pendants,1,1153.71,1153.71,0,4,Positive
TXN-110770,2024-07-05,Brisbane Queen St,Bracelets,1,1661.62,1661.62,0,4,Positive
TXN-110771,2024-07-05,Perth Hay St,Luxury Watches,1,12833.68,12833.68,0,4,Positive
TXN-110772,2024-07-05,Melbourne Chadstone,Bracelets,1,1691.46,1691.46,0,4,Positive
TXN-110773,2024-07-05,Sydney CBD,Engagement Rings,1,14196.14,14196.14,14,4,Positive
TXN-110774,2024-07-05,Sydney CBD,Bracelets,1,1782.91,1782.91,0,5,Positive
TXN-110775,2024-07-05,Sydney CBD,Earrings,1,1179.75,1179.75,0,4,Positive
TXN-110776,2024-07-05,Melbourne Chadstone,Necklaces & Pendants,1,4439.28,4439.28,0,5,Positive
TXN-110777,2024-07-05,Online Flagship,Earrings,1,714.88,714.88,5,4,Positive
TXN-110778,2024-07-05,Online Flagship,Engagement Rings,1,8596.46,8596.46,3,5,Positive
TXN-110779,2024-07-05,Sydney CBD,Luxury Watches,1,22968.57,22968.57,0,4,Positive
TXN-110780,2024-07-05,Online Flagship,Necklaces & Pendants,1,3587.5,3587.5,7,2,Negative
TXN-110781,2024-07-05,Brisbane Queen St,Earrings,1,2100.21,2100.21,0,5,Positive
TXN-110782,2024-07-05,Online Flagship,Luxury Watches,1,13921.47,13921.47,4,4,Positive
TXN-110783,2024-07-05,Online Flagship,Necklaces & Pendants,1,1375.94,1375.94,2,4,Positive
TXN-110784,2024-07-05,Online Flagship,Necklaces & Pendants,1,4124.3,4124.3,2,4,Positive
TXN-110785,2024-07-05,Sydney CBD,Earrings,2,2250.85,4501.7,0,5,Positive
TXN-110786,2024-07-05,Sydney CBD,Bracelets,1,2573.08,2573.08,0,5,Positive
TXN-110787,2024-07-05,Sydney CBD,Luxury Watches,1,4165.78,4165.78,0,4,Positive
TXN-110788,2024-07-05,Online Flagship,Luxury Watches,1,13693.44,13693.44,3,5,Positive
TXN-110789,2024-07-05,Melbourne Chadstone,Earrings,1,1047.76,1047.76,0,4,Positive
TXN-110790,2024-07-05,Online Flagship,Necklaces & Pendants,1,1876.26,1876.26,3,3,Neutral
TXN-110791,2024-07-05,Melbourne Chadstone,Earrings,1,576.99,576.99,0,5,Positive
TXN-110792,2024-07-05,Online Flagship,Necklaces & Pendants,1,4032.63,4032.63,4,5,Positive
TXN-110793,2024-07-05,Sydney CBD,Necklaces & Pendants,1,1617.06,1617.06,0,5,Positive
TXN-110794,2024-07-05,Sydney CBD,Necklaces & Pendants,1,766.63,766.63,0,5,Positive
TXN-110795,2024-07-05,Melbourne Chadstone,Necklaces & Pendants,1,2336.56,2336.56,0,3,Neutral
TXN-110796,2024-07-05,Melbourne Chadstone,Earrings,1,1496.08,1496.08,0,4,Positive
TXN-110797,2024-07-05,Melbourne Chadstone,Earrings,1,1084.32,1084.32,0,5,Positive
TXN-110798,2024-07-05,Online Flagship,Necklaces & Pendants,1,1971.15,1971.15,1,4,Positive
TXN-110799,2024-07-05,Sydney CBD,Earrings,2,1281.92,2563.84,0,4,Positive
TXN-110800,2024-07-05,Melbourne Chadstone,Luxury Watches,1,18067.58,18067.58,0,4,Positive
TXN-110801,2024-07-05,Online Flagship,Earrings,2,864.77,1729.54,2,5,Positive
TXN-110802,2024-07-05,Sydney CBD,Necklaces & Pendants,1,4686.35,4686.35,0,5,Positive
TXN-110803,2024-07-05,Online Flagship,Luxury Watches,1,11393.41,11393.41,4,5,Positive
TXN-110804,2024-07-05,Online Flagship,Bracelets,1,1490.89,1490.89,1,5,Positive
TXN-110805,2024-07-05,Sydney CBD,Necklaces & Pendants,1,1199.07,1199.07,0,4,Positive
TXN-110806,2024-07-05,Melbourne Chadstone,Earrings,1,1322.93,1322.93,0,4,Positive
TXN-110807,2024-07-05,Melbourne Chadstone,Bracelets,1,2210.95,2210.95,0,5,Positive
TXN-110808,2024-07-05,Online Flagship,Earrings,2,1044.44,2088.88,3,3,Neutral
TXN-110809,2024-07-05,Brisbane Queen St,Earrings,1,723.32,723.32,0,5,Positive
TXN-110810,2024-07-05,Perth Hay St,Necklaces & Pendants,2,3570.28,7140.56,0,4,Positive
TXN-110811,2024-07-05,Online Flagship,Bracelets,1,1946.97,1946.97,4,5,Positive
